"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","woba","xwoba","avg_swing_speed","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Camargo, Johan",622666,2018,24,464,524,126,79,27,1,19,108,51,20.6,9.7,".272",".457",".349","0.806",".346",".307",,"88",31.2,5,33.7,"97.769704389","92.943354123",26.6,49.5
"Conforto, Michael",624424,2018,25,543,638,132,78,25,1,28,159,84,24.9,13.2,".243",".448",".350","0.798",".342",".340",,"88.1",36.6,9.5,37.8,"99.317855233","93.722309275",27.7,43.2
"Anderson, Tim",641313,2018,25,567,606,136,85,28,3,20,149,30,24.6,5,".240",".406",".281","0.687",".294",".272",,"85.8",33.3,4.7,27.9,"96.290161381","92.154393786",27.7,54.1
"Bellinger, Cody",641355,2018,22,557,632,145,85,28,7,25,151,69,23.9,10.9,".260",".470",".343","0.813",".345",".327",,"89.8",32,8.6,38.9,"100.286797015","94.235645224",29.7,45.1
"Mancini III, Trey",641820,2018,26,582,636,141,91,23,3,24,153,44,24.1,6.9,".242",".416",".299","0.715",".308",".328",,"89.9",27.6,11.8,42.9,"101.237612949","94.749301728",27.7,49.5
"Rosario, Amed",642708,2018,22,554,592,142,99,26,8,9,119,29,20.1,4.9,".256",".381",".295","0.676",".290",".289",,"87.8",32.4,3.9,32.3,"97.6158547","92.837680624",26,54.3
"Benintendi, Andrew",643217,2018,23,579,661,168,105,41,6,16,106,71,16,10.7,".290",".465",".366","0.831",".357",".353",,"88.6",37.3,6.4,33.7,"98.01397825","93.080004927",19.2,46
"Albies, Ozzie",645277,2018,21,639,684,167,98,40,5,24,116,36,17,5.3,".261",".452",".305","0.757",".324",".301",,"86.8",34,4.7,29.4,"96.721019502","92.378085701",22.1,56.8
"Chapman, Matt",656305,2018,25,547,616,152,80,42,6,24,146,58,23.7,9.4,".278",".508",".356","0.864",".369",".338",,"93.1",30.5,8.9,47.8,"103.455659303","96.18152783",23.7,41.5
"Hoskins, Rhys",656555,2018,25,558,660,137,65,38,0,34,150,87,22.7,13.2,".246",".496",".354","0.850",".363",".348",,"88.9",35.8,11.4,39.2,"99.687281602","93.966953625",21.9,39.2
"Schwarber, Kyle",656941,2018,25,428,510,102,59,14,3,26,140,78,27.5,15.3,".238",".467",".356","0.823",".343",".350",,"90.9",34,12.7,45,"102.880206783","95.766867343",30.3,41.7
"Moncada, Yoán",660162,2018,23,578,650,136,81,32,6,17,217,67,33.4,10.3,".235",".400",".315","0.715",".311",".298",,"91",36.4,9.6,44.2,"100.753027017","94.65083072",31.1,41.2
"Pujols, Albert",405395,2019,39,491,545,120,75,22,0,23,68,43,12.5,7.9,".244",".430",".305","0.735",".308",".319",,"88.3",26.5,5.8,36.6,"98.702028255","93.397586981",18.2,44.5
"Cabrera, Miguel",408234,2019,36,493,549,139,106,21,0,12,108,48,19.7,8.7,".282",".398",".346","0.744",".318",".331",,"90.3",38.5,6.4,44.4,"100.398112564","94.438305641",24.4,49.6
"Choo, Shin-Soo",425783,2019,36,563,660,149,92,31,2,24,165,78,25,11.8,".265",".455",".371","0.826",".353",".362",,"91.9",31.8,8.8,49,"102.002794264","95.652745761",29.3,42.4
"Jones, Adam",430945,2019,33,485,528,126,84,25,1,16,101,31,19.1,5.9,".260",".414",".313","0.727",".308",".319",,"86.2",31.3,6.7,31,"97.264484508","92.647410494",26.7,54.5
"Cruz Jr., Nelson",443558,2019,38,454,521,141,74,26,0,41,131,56,25.1,10.7,".311",".639",".392","1.031",".417",".415",,"93.7",38.3,19.9,51.5,"105.351946319","97.322233957",32.6,46.2
"Longoria, Evan",446334,2019,33,453,508,115,74,19,2,20,112,43,22,8.5,".254",".437",".325","0.762",".322",".351",,"89.7",35.8,7.5,40.8,"99.366085607","93.904958902",25.7,46.8
"Fowler, Dexter",451594,2019,33,487,574,116,72,24,1,19,142,74,24.7,12.9,".238",".409",".346","0.755",".326",".340",,"85.5",40.6,7.4,28.7,"96.524358779","92.292498076",27.1,42.9
"Cabrera, Asdrúbal",452678,2019,33,447,514,116,72,25,1,18,103,57,20,11.1,".260",".441",".342","0.783",".331",".317",,"89.1",37.3,5.7,35.3,"97.630785829","92.935685272",20.6,45.5
"Blackmon, Charlie",453568,2019,32,580,634,182,101,42,7,32,104,40,16.4,6.3,".314",".576",".364","0.940",".387",".367",,"88.7",36.8,8.3,40.3,"99.698822","94.031157328",19.7,49.9
"Cain, Lorenzo",456715,2019,33,562,623,146,105,30,0,11,106,50,17,8,".260",".372",".325","0.697",".302",".335",,"89.5",31.1,4.1,42.1,"100.238276903","94.349469379",19.2,44.7
"Turner, Justin",457759,2019,34,479,549,139,88,24,0,27,88,51,16,9.3,".290",".509",".372","0.881",".370",".377",,"90.3",38.6,7.8,43,"99.316567333","94.054303103",17.2,45.5
"Votto, Joey",458015,2019,35,525,608,137,89,32,1,15,123,76,20.2,12.5,".261",".411",".357","0.768",".332",".347",,"88.9",40.7,6.9,38.2,"98.39220904","93.284395747",19.6,41.5
"Gardner, Brett",458731,2019,35,491,550,123,62,26,7,28,108,52,19.6,9.5,".251",".503",".325","0.828",".344",".299",,"87.8",29.5,4.1,32.7,"97.488521211","92.787581583",19.9,38.7
"Braun, Ryan",460075,2019,35,459,508,131,76,31,2,22,105,34,20.7,6.7,".285",".505",".343","0.848",".354",".339",,"91.5",33.3,9.5,45.3,"102.052932898","95.456152393",24.9,51.6
"Gordon, Alex",460086,2019,35,556,633,148,103,31,1,13,100,51,15.8,8.1,".266",".396",".345","0.741",".319",".330",,"88.7",33.7,5.4,38.4,"98.714198996","93.515087773",21.8,48.1
"Andrus, Elvis",462101,2019,30,600,648,165,122,27,4,12,96,34,14.8,5.2,".275",".393",".313","0.706",".300",".311",,"88.4",32.5,3.5,34.8,"98.037067647","93.090040864",19.6,46.4
"Ramos, Wilson",467092,2019,31,473,524,136,103,19,0,14,69,44,13.2,8.4,".288",".416",".351","0.767",".327",".314",,"90",25.8,4.7,42.5,"100.551024657","94.552424005",20.5,53.9
"Santana, Carlos",467793,2019,33,573,686,161,96,30,1,34,108,108,15.7,15.7,".281",".515",".397","0.912",".380",".367",,"91.8",29.1,9.6,44.9,"101.70770382","95.190037742",20.4,39.5
"Belt, Brandon",474832,2019,31,526,616,123,71,32,3,17,127,83,20.6,13.5,".234",".403",".339","0.742",".319",".346",,"87.3",41.4,8.7,35.7,"97.86413404","92.972052601",22.8,46.3
"Brantley Jr., Michael",488726,2019,32,575,637,179,115,40,2,22,66,51,10.4,8,".311",".503",".372","0.875",".367",".357",,"88.8",36.3,5.5,37.3,"98.944887791","93.592931345",10.7,43.8
"Gurriel Jr., Yuli",493329,2019,35,564,612,168,95,40,2,31,65,37,10.6,6,".298",".541",".343","0.884",".364",".321",,"89.3",33.5,3.6,38.1,"99.115304494","93.675495972",14.8,49.7
"Rojas, Miguel",500743,2019,30,483,526,137,102,29,1,5,62,32,11.8,6.1,".284",".379",".331","0.710",".305",".303",,"87.4",31.9,2.6,28.8,"96.91060967","92.477684269",16.5,47.1
"Escobar, Eduardo",500871,2019,30,636,699,171,97,29,10,35,130,50,18.6,7.2,".269",".511",".320","0.831",".341",".326",,"87.8",38.6,7,31.4,"96.833323953","92.47242407",24.8,52.6
"Davis, Khris",501981,2019,31,481,533,106,72,11,0,23,146,47,27.4,8.8,".220",".387",".293","0.680",".289",".317",,"90.2",31.5,9.8,40.4,"100.123268606","94.332532128",34.9,51.8
"Pham, Tommy",502054,2019,31,567,654,155,99,33,2,21,123,81,18.8,12.4,".273",".450",".369","0.819",".349",".354",,"90.9",29.7,7.9,45,"101.772675315","95.171833612",20.2,38.4
"Martinez, J.D.",502110,2019,31,575,657,175,104,33,2,36,138,72,21,11,".304",".557",".383","0.940",".386",".400",,"91.4",41.9,12,48.3,"102.267810181","95.582029229",26.7,49.5
"Reddick, Josh",502210,2019,32,501,550,138,102,19,3,14,66,36,12,6.5,".275",".409",".319","0.728",".308",".316",,"86.1",36,3.4,29.4,"96.674681023","92.339940093",14.8,51.3
"Goldschmidt, Paul",502671,2019,31,597,682,155,95,25,1,34,166,78,24.3,11.4,".260",".476",".346","0.822",".346",".359",,"90.1",36.4,11.3,42.4,"101.099060419","94.813832214",26.3,46.5
"Altuve, Jose",514888,2019,29,500,548,149,88,27,3,31,82,41,15,7.5,".298",".550",".353","0.903",".374",".344",,"87.4",28.2,8.1,34.5,"98.232746332","93.15652902",20.7,47.6
"Hernández, César",514917,2019,29,612,667,171,123,31,3,14,100,45,15,6.7,".279",".408",".333","0.741",".315",".302",,"86",32,2.7,28.3,"96.063685391","92.063206289",17.2,46
"Segura, Jean",516416,2019,29,576,618,161,108,37,4,12,73,30,11.8,4.9,".280",".420",".323","0.743",".315",".310",,"88.2",31,3.2,32.7,"98.140826245","93.158728356",14.6,47.5
"Castro, Starlin",516770,2019,29,636,676,172,115,31,4,22,111,28,16.4,4.1,".270",".436",".300","0.736",".307",".314",,"88.5",29.6,6.2,37.7,"99.25870618","93.71512167",19.1,49.2
"Marte, Starling",516782,2019,30,539,586,159,99,31,6,23,94,25,16,4.3,".295",".503",".342","0.845",".353",".362",,"88.6",31.3,8,38.6,"100.167259491","94.183408704",25.1,53.7
"Donaldson, Josh",518626,2019,33,549,659,142,72,33,0,37,155,100,23.5,15.2,".259",".521",".379","0.900",".377",".385",,"92.9",33.3,15.7,50.5,"103.481444646","96.329034343",29.9,43.9
"Freeman, Freddie",518692,2019,29,597,692,176,102,34,2,38,127,87,18.4,12.6,".295",".549",".389","0.938",".387",".397",,"89.7",40,12.3,42.5,"100.291077106","94.346356255",24.3,52.1
"Grandal, Yasmani",518735,2019,30,513,632,126,70,26,2,28,139,109,22,17.2,".246",".468",".380","0.848",".361",".366",,"90.7",37.5,11.3,41.8,"101.083447676","94.798444108",25.5,38.5
"Heyward, Jason",518792,2019,29,513,589,129,84,20,4,21,110,68,18.7,11.5,".251",".429",".343","0.772",".328",".323",,"88.8",31.8,5.7,36.5,"99.605955423","93.856621272",22.7,45.5
"LeMahieu, DJ",518934,2019,30,602,655,197,136,33,2,26,90,46,13.7,7,".327",".518",".375","0.893",".375",".378",,"91.9",36.2,7.5,48.7,"101.290348333","95.241788097",16,45.6
"Moustakas, Mike",519058,2019,30,523,584,133,67,30,1,35,98,53,16.8,9.1,".254",".516",".329","0.845",".348",".350",,"89.5",32.3,10.3,40.8,"100.616091659","94.477699005",24.9,49.9
"Rizzo, Anthony",519203,2019,29,512,613,150,91,29,3,27,86,71,14,11.6,".293",".520",".405","0.925",".390",".388",,"89",36.8,6.8,37,"100.200593521","94.167510706",19.7,45.7
"Galvis, Freddy",520471,2019,29,557,589,145,93,28,1,23,145,28,24.6,4.8,".260",".438",".296","0.734",".307",".280",,"88.8",31.8,5.5,36.4,"97.641622","92.96163978",28.5,54.4
"García, Avisaíl",541645,2019,28,489,530,138,91,25,2,20,125,31,23.6,5.8,".282",".464",".332","0.796",".334",".343",,"89.5",34.1,11.7,40.3,"102.26663962","95.27715218",32,56.4
"Ozuna, Marcell",542303,2019,28,485,549,117,64,23,1,29,114,62,20.8,11.3,".241",".472",".328","0.800",".336",".375",,"91.8",32.8,12.1,49.2,"102.910036923","95.876849368",27.6,44.9
"Villar, Jonathan",542340,2019,28,642,714,176,114,33,5,24,176,61,24.6,8.5,".274",".453",".339","0.792",".335",".315",,"88.9",30.3,6.8,37.1,"100.064624522","94.076027283",27.5,49.8
"Santana, Danny",542454,2019,28,474,511,134,77,23,6,28,151,25,29.5,4.9,".283",".534",".324","0.858",".352",".345",,"91.4",37.8,9.5,43.6,"100.974542805","94.798723537",32.1,55.8
"Crawford, Brandon",543063,2019,32,500,560,114,77,24,2,11,117,53,20.9,9.5,".228",".350",".304","0.654",".281",".306",,"87.8",36.7,5.4,35.1,"97.781885729","92.971044648",28.3,51.3
"Hosmer, Eric",543333,2019,29,619,667,164,111,29,2,22,163,40,24.4,6,".265",".425",".310","0.735",".309",".304",,"90.8",29.1,7.2,46,"102.123969913","95.383913595",28.9,50
"Kipnis, Jason",543401,2019,32,458,511,112,71,23,1,17,88,40,17.2,7.8,".245",".410",".304","0.714",".301",".316",,"88.1",33.1,5.5,34.4,"97.701285761","92.914942527",20.4,46.3
"Rendon, Anthony",543685,2019,29,545,646,174,93,44,3,34,86,80,13.3,12.4,".319",".598",".412","1.010",".413",".414",,"90.4",38.7,12,46.6,"100.105818761","94.364729594",12.9,43.1
"Semien, Marcus",543760,2019,28,657,747,187,104,43,7,33,102,87,13.7,11.6,".285",".522",".369","0.891",".373",".363",,"88.9",34,8.5,38.1,"98.394543077","93.291025385",18.3,42.2
"Springer III, George",543807,2019,29,479,556,140,78,20,3,39,113,67,20.3,12.1,".292",".591",".383","0.974",".400",".400",,"89.8",31.6,14.1,44.8,"102.243162402","95.348781653",26.5,44
"Vázquez, Christian",543877,2019,28,482,521,133,83,26,1,23,101,33,19.4,6.3,".276",".477",".320","0.797",".331",".313",,"89.4",38.5,5.9,40.3,"98.607970314","93.531031811",20.5,49.9
"Wong, Kolten",543939,2019,28,478,549,136,96,25,4,11,83,47,15.1,8.6,".285",".423",".361","0.784",".334",".297",,"86.1",28.6,2.2,25.4,"96.025301799","92.013404021",18.4,48
"Garcia, Leury",544725,2019,28,577,618,161,123,27,3,8,139,21,22.5,3.4,".279",".378",".310","0.688",".294",".272",,"88.2",30.3,3.8,29.9,"97.233707717","92.660403959",24.6,54.4
"Grichuk, Randal",545341,2019,27,586,628,136,71,29,5,31,163,35,26,5.6,".232",".457",".280","0.737",".307",".304",,"89.3",31.3,8.5,39.8,"100.740131792","94.423631368",28.1,50.2
"Trout, Mike",545361,2019,27,470,600,137,63,27,2,45,120,110,20,18.3,".291",".645",".438","1.083",".436",".460",,"90.9",43.8,18.9,44.4,"103.466773886","95.970475845",19.2,36.8
"Harper, Bryce",547180,2019,26,573,682,149,77,36,1,35,178,99,26.1,14.5,".260",".510",".372","0.882",".365",".387",,"91.9",37.6,14.8,45.6,"103.137354264","96.043547766",33.8,48.7
"Abreu, José",547989,2019,32,634,693,180,108,38,1,33,152,36,21.9,5.2,".284",".503",".330","0.833",".344",".358",,"92.1",35.2,12.8,48.2,"103.146324797","95.996655894",25.3,49.5
"Suárez, Eugenio",553993,2019,27,575,662,156,83,22,2,49,189,70,28.5,10.6,".271",".572",".358","0.930",".381",".355",,"89.3",38,13.8,40.8,"100.844864896","94.608867917",28.7,44.4
"Santana, Domingo",570267,2019,26,451,507,114,72,20,1,21,164,50,32.3,9.9,".253",".441",".329","0.770",".326",".342",,"89",40.1,12.1,42.1,"100.050234643","94.228038964",31.9,46.8
"Sánchez, Yolmer",570560,2019,27,496,555,125,99,20,4,2,117,44,21.1,7.9,".252",".321",".318","0.639",".281",".274",,"87.1",32.1,1,27,"95.805694709","91.918524721",22.8,48.8
"Arenado, Nolan",571448,2019,28,588,662,185,111,31,2,41,93,62,14,9.4,".315",".583",".379","0.962",".392",".343",,"89.4",34.6,8,37.6,"99.240765317","93.75734495",20.9,51.4
"Muncy, Max",571970,2019,28,487,589,122,64,22,1,35,149,90,25.3,15.3,".251",".515",".374","0.889",".372",".380",,"89.8",38.9,12,43.4,"100.624856095","94.560041662",28.9,40.1
"Voit III, Luke",572228,2019,28,429,510,113,70,21,1,21,142,71,27.8,13.9,".263",".464",".378","0.842",".360",".368",,"89.9",39.6,13.9,42.4,"101.044367708","94.803622951",35.1,47.3
"Walker, Christian",572233,2019,28,529,603,137,81,26,1,29,155,67,25.7,11.1,".259",".476",".348","0.824",".346",".364",,"91.1",34.1,13.1,48.8,"102.727625691","95.697243147",28.8,48.7
"Iglesias, Jose",578428,2019,29,504,530,145,110,21,3,11,70,20,13.2,3.8,".288",".407",".318","0.725",".306",".284",,"84.1",29.7,2.3,24.2,"94.71843919","91.441140476",15.3,55.5
"Bryant, Kris",592178,2019,27,543,634,153,86,35,1,31,145,74,22.9,11.7,".282",".521",".382","0.903",".379",".349",,"87.6",35.8,9.3,34.1,"98.53167269","93.281246777",28.4,48.5
"Castellanos, Nick",592206,2019,27,615,664,178,90,58,3,27,143,41,21.5,6.2,".289",".525",".337","0.862",".357",".363",,"88.9",39.8,10.9,41.5,"99.936858686","94.155142055",26.9,54.7
"Machado, Manny",592518,2019,26,587,661,150,95,21,2,32,128,65,19.4,9.8,".256",".462",".334","0.796",".335",".343",,"91.2",31.2,8,43.7,"102.073663723","95.40263803",24.2,46.7
"Moran, Colin",592567,2019,26,466,503,129,85,30,1,13,117,30,23.3,6,".277",".429",".322","0.751",".315",".314",,"88.2",37.1,7.4,34.8,"98.556321897","93.372829654",24.7,53.7
"Pederson, Joc",592626,2019,27,450,514,112,57,16,3,36,111,50,21.6,9.7,".249",".538",".339","0.877",".362",".347",,"91.2",31.4,10.3,43.5,"101.926819048","95.251138896",24.1,46.1
"Realmuto, J.T.",592663,2019,28,538,593,148,84,36,3,25,123,41,20.7,6.9,".275",".493",".328","0.821",".340",".341",,"90.3",35,8.7,41.1,"101.081746462","94.730632317",23.8,50.7
"Rosario, Eddie",592696,2019,27,562,590,155,94,28,1,32,86,22,14.6,3.7,".276",".500",".300","0.800",".329",".327",,"89.2",33.2,8.5,36,"98.424787531","93.352567757",21.3,59.3
"Yelich, Christian",592885,2019,27,489,580,161,85,29,3,44,118,80,20.3,13.8,".329",".671",".429","1.100",".442",".429",,"93.3",33.2,15.8,49.1,"104.869553459","97.015311892",28.3,45.2
"Merrifield, Whit",593160,2019,30,681,735,206,139,41,10,16,126,45,17.1,6.1,".302",".463",".348","0.811",".340",".325",,"87.1",42.4,4.5,29.2,"96.252648182","92.167329527",20.1,49.3
"Bogaerts, Xander",593428,2019,26,614,698,190,105,52,0,33,122,76,17.5,10.9,".309",".555",".384","0.939",".390",".356",,"90.7",35.1,8.6,44.5,"101.168690363","94.874752258",20.9,41.1
"Alberto, Hanser",593643,2019,26,524,550,160,125,21,2,12,50,16,9.1,2.9,".305",".422",".329","0.751",".318",".300",,"84.4",32.5,2.9,18.5,"94.197573506","91.107926269",14.5,59.1
"Polanco, Jorge",593871,2019,25,631,704,186,117,40,7,22,116,60,16.5,8.5,".295",".485",".356","0.841",".352",".341",,"88",41.6,6.7,33.1,"97.46599549","92.78121002",17.5,44.9
"Calhoun, Kole",594777,2019,31,552,632,128,65,29,1,33,162,70,25.6,11.1,".232",".467",".325","0.792",".330",".339",,"89.5",35.2,11.2,42.6,"99.943105052","94.209946136",32.1,48.2
"Eaton, Adam",594809,2019,30,566,656,158,111,25,7,15,106,65,16.2,9.9,".279",".428",".365","0.793",".342",".328",,"88.9",33.9,3.8,34.3,"98.729984311","93.47287412",17.8,44.6
"Profar, Jurickson",595777,2019,26,459,518,100,54,24,2,20,75,48,14.5,9.3,".218",".410",".301","0.711",".301",".328",,"86.7",29.7,6.5,31.3,"97.141906243","92.584582042",20.2,45.2
"Báez, Javier",595879,2019,26,531,561,149,78,38,4,29,156,28,27.8,5,".281",".531",".316","0.847",".347",".332",,"91.1",36.3,12.7,43.6,"102.448426524","95.481472949",35.5,55.5
"Lindor, Francisco",596019,2019,25,598,654,170,96,40,2,32,98,46,15,7,".284",".518",".335","0.853",".349",".333",,"91",29.8,7.5,41,"101.130645418","94.847008982",17.1,51.4
"Odor, Rougned",596059,2019,25,522,581,107,46,30,1,30,178,52,30.6,9,".205",".439",".283","0.722",".302",".321",,"91.1",30.6,13.6,45.6,"101.734976168","95.31182003",29.2,47.9
"Story, Trevor",596115,2019,26,588,656,173,95,38,5,35,174,58,26.5,8.8,".294",".554",".363","0.917",".380",".341",,"91",36.5,8.6,46,"101.223764423","95.034883125",26.4,48.1
"Vogelbach, Daniel",596129,2019,26,462,558,96,49,17,0,30,149,92,26.7,16.5,".208",".439",".341","0.780",".333",".345",,"88.8",39,10.5,38,"100.052249618","94.193186358",26.9,34
"Kepler, Max",596146,2019,26,524,596,132,64,32,0,36,99,60,16.6,10.1,".252",".519",".336","0.855",".355",".343",,"89.7",30.5,8.9,42.1,"100.805599577","94.514078635",20.2,49.4
"Bradley Jr., Jackie",598265,2019,29,494,567,111,59,28,3,21,155,56,27.3,9.9,".225",".421",".317","0.738",".314",".318",,"90.2",30.5,9.6,44.8,"100.737430117","94.682078123",32.6,48.1
"Núñez, Renato",600524,2019,25,541,599,132,77,24,0,31,143,44,23.9,7.3,".244",".460",".311","0.771",".323",".335",,"89.9",32.1,10.7,40.9,"101.416437214","94.827385786",27.4,49.5
"Ahmed, Nick",605113,2019,29,556,625,141,83,33,6,19,113,52,18.1,8.3,".254",".437",".316","0.753",".315",".321",,"87.8",35.7,6.6,34,"97.728699383","92.939083223",21.3,49.5
"Anderson, Brian",605119,2019,26,459,520,120,66,33,1,20,114,44,21.9,8.5,".261",".468",".342","0.810",".342",".340",,"89.9",31.3,8.9,46,"100.764886494","94.722101667",27.4,47.5
"Bell, Josh",605137,2019,26,527,613,146,69,37,3,37,118,74,19.2,12.1,".277",".569",".367","0.936",".378",".386",,"92.4",34.6,12.7,47.2,"103.082487171","96.001241809",25.3,48.1
"Betts, Mookie",605141,2019,26,597,706,176,102,40,5,29,101,97,14.3,13.7,".295",".524",".391","0.915",".380",".411",,"91",39.4,10.3,47.4,"100.567436587","94.76255839",14.5,38.3
"Smith, Mallex",605480,2019,26,510,566,116,82,19,9,6,141,42,24.9,7.4,".227",".335",".300","0.635",".278",".256",,"85.2",29,2.2,20.1,"94.189873149","91.140372155",28.2,48.6
"Arcia, Orlando",606115,2019,24,494,546,110,78,16,1,15,109,43,20,7.9,".223",".350",".283","0.633",".269",".277",,"87.9",26.5,4.3,31.3,"97.613876615","92.86605",24.6,47.7
"Marte, Ketel",606466,2019,25,569,628,187,110,36,9,32,86,53,13.7,8.4,".329",".592",".389","0.981",".405",".375",,"90",34.6,9.3,40,"101.092484421","94.7158706",17.6,47.8
"Turner, Trea",607208,2019,26,521,569,155,94,37,5,19,113,43,19.9,7.6,".298",".497",".353","0.850",".356",".339",,"90.4",29.8,6.8,42,"101.230091659","94.839620073",23.4,46.9
"Pillar, Kevin",607680,2019,30,611,645,158,97,37,3,21,89,18,13.8,2.8,".259",".432",".287","0.719",".298",".300",,"86.4",33.1,4.9,30.8,"98.016751985","93.018091033",17.8,58.9
"Ramírez, José",608070,2019,26,482,542,123,64,33,3,23,74,52,13.7,9.6,".255",".479",".327","0.806",".334",".342",,"89.2",32.6,6.3,35.7,"98.625705777","93.428589029",14.6,42.5
"Bregman, Alex",608324,2019,25,554,690,164,84,37,2,41,83,119,12,17.2,".296",".592",".423","1.015",".418",".373",,"89.3",35.5,4.8,38,"98.440477393","93.337376731",14.3,35.1
"Seager, Corey",608369,2019,25,489,541,133,69,44,1,19,98,44,18.1,8.1,".272",".483",".335","0.818",".340",".331",,"88.8",35.2,7.3,38.2,"98.778797128","93.502181872",25.7,51.1
"Reyes, Franmil",614177,2019,23,494,548,123,67,19,0,37,156,47,28.5,8.6,".249",".512",".310","0.822",".338",".359",,"93.3",33.3,14.8,51,"103.847694162","96.604159768",36.5,51.5
"Swanson, Dansby",621020,2019,25,483,545,121,75,26,3,17,124,51,22.8,9.4,".251",".422",".325","0.747",".317",".350",,"89.9",36.7,10.1,41.6,"99.797419121","94.192917747",27.6,45.9
"Newman, Kevin",621028,2019,25,493,531,152,114,20,6,12,62,28,11.7,5.3,".308",".446",".353","0.799",".339",".303",,"85.3",33.4,2.1,24.8,"94.991693333","91.524680704",13.9,51
"Olson, Matt",621566,2019,25,483,547,129,67,26,0,36,138,51,25.2,9.3,".267",".545",".351","0.896",".368",".388",,"92.7",36.1,14.5,50.4,"103.334092275","96.341713994",28.1,45.4
"Alonso, Pete",624413,2019,24,597,693,155,70,30,2,53,183,72,26.4,10.4,".260",".583",".358","0.941",".384",".380",,"90.7",36.9,15.8,42.7,"103.52161466","95.867841481",28,46.6
"Conforto, Michael",624424,2019,26,549,648,141,78,29,1,33,149,84,23,13,".257",".494",".363","0.857",".358",".371",,"89.2",35.8,11.9,39.2,"100.0477863","94.1312909",27.1,45.8
"Frazier, Adam",624428,2019,27,554,608,154,104,33,7,10,75,40,12.3,6.6,".278",".417",".336","0.753",".320",".318",,"87.1",36.4,1.9,28.3,"96.108033475","92.07951087",15.6,48.1
"Puig, Yasiel",624577,2019,28,555,611,148,92,30,2,24,133,44,21.8,7.2,".267",".458",".327","0.785",".330",".328",,"90",30,9.2,39.1,"100.971591932","94.613191138",28.2,52.6
"Soler, Jorge",624585,2019,27,589,679,156,74,33,1,48,178,73,26.2,10.8,".265",".569",".354","0.923",".378",".396",,"92.6",34.7,16.9,50.1,"104.405603365","96.703293759",32.5,44.1
"Meadows, Austin",640457,2019,24,530,591,154,85,29,7,33,131,54,22.2,9.1,".291",".558",".364","0.922",".380",".375",,"90.4",38.1,12.5,42.9,"101.27902925","94.853411479",23.5,42.2
"Anderson, Tim",641313,2019,26,498,518,167,117,32,0,18,109,15,21,2.9,".335",".508",".357","0.865",".363",".321",,"88.3",37.6,5.1,37.6,"98.353274592","93.322923632",24.5,58.6
"Bellinger, Cody",641355,2019,23,558,661,170,86,34,3,47,108,95,16.3,14.4,".305",".629",".406","1.035",".414",".430",,"91.1",39.6,12.7,45.9,"101.221347768","94.966274787",23.5,44.6
"Dozier, Hunter",641531,2019,27,523,586,146,81,29,10,26,148,55,25.3,9.4,".279",".522",".348","0.870",".360",".338",,"91.1",35.8,10,42.9,"102.015977632","95.204411763",27,44.7
"Mancini III, Trey",641820,2019,27,602,679,175,100,38,2,35,143,63,21.1,9.3,".291",".535",".364","0.899",".373",".362",,"90.3",36.4,10.3,42.7,"101.635240474","95.06039847",26.9,48.1
"McMahon, Ryan",641857,2019,24,480,539,120,73,22,1,24,160,56,29.7,10.4,".250",".450",".329","0.779",".330",".325",,"91.9",36.6,9,48,"102.348495723","95.712813868",32.4,49.6
"Rosario, Amed",642708,2019,23,616,655,177,125,30,7,15,124,31,18.9,4.7,".287",".432",".323","0.755",".318",".317",,"89.4",35,4.2,39.5,"98.795593821","93.60288",24.2,52
"Adames, Willy",642715,2019,23,531,584,135,89,25,1,20,153,46,26.2,7.9,".254",".418",".317","0.735",".313",".320",,"88.5",36.1,8.4,35.6,"99.072984309","93.592578431",27.3,47
"Benintendi, Andrew",643217,2019,24,541,615,144,86,40,5,13,140,59,22.8,9.6,".266",".431",".343","0.774",".330",".338",,"89.1",40.1,8.1,37.7,"98.241980591","93.339900444",25.2,51.4
"McNeil, Jeff",643446,2019,27,510,567,162,100,38,1,23,75,35,13.2,6.2,".318",".531",".384","0.915",".384",".350",,"89",34.2,4.8,36.7,"98.062735349","93.296269953",19.9,60.1
"Albies, Ozzie",645277,2019,22,640,702,189,114,43,8,24,112,54,16,7.7,".295",".500",".352","0.852",".354",".346",,"88.9",36.8,6.6,34,"98.232348151","93.247307887",22.9,55.6
"Robles, Victor",645302,2019,22,546,617,139,86,33,3,17,140,35,22.7,5.7,".255",".419",".326","0.745",".317",".294",,"83.3",34.5,4.8,23,"94.905795816","91.739895663",23.5,49.9
"Devers, Rafael",646240,2019,22,647,702,201,111,54,4,32,119,48,17,6.8,".311",".555",".361","0.916",".377",".367",,"92.5",33.1,9,48.5,"103.293569886","96.084697628",24,55
"Jiménez, Eloy",650391,2019,22,468,504,125,74,18,2,31,134,30,26.6,6,".267",".513",".315","0.828",".343",".347",,"91.2",32.4,12.8,47.9,"102.681413214","95.727878512",32.8,49.9
"Torres, Gleyber",650402,2019,22,546,604,152,88,26,0,38,129,48,21.4,7.9,".278",".535",".337","0.872",".358",".340",,"89.1",38.2,10.1,36.8,"99.178781179","93.678797352",28,51.8
